Nationalstrasse;Abschnitt;fid Zahl;fid Text;fid QGIS;Name Bushaltestelle;Landeskoordinate E;Landeskoordinate N;Typ der Bushaltestelle;Bemerkung zum Typ der Bushaltestelle;Bushaltestelle mit Einbuchtung / auf Fahrbahn;"Ausrüstung
der Haltestelle";Bemerkungen;Lmin TOT;Lmin ZAP;Bmin ZAP;hmin ZAP;Lmin ZAR;Bmin ZAR;hmin ZAR;Lmin ZDE;Bmin ZDE;hmin ZDE;pmax Rampen;pmax Querrichtung;Hindernisse;Bemerkung zum Hindernis;Markierung Taktilo-Visuel;Markierung Haltekante;BehiGe-Konform;Anpassung an BehiGe verhältnismässig;Filiale
N02;8;178;178;178;Basel, Tinguely Museum;2613046.39;1267695.23;1;;mit Einbuchtung;Haltebucht mit Unterstand;;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;eine;ja;nein;F3
N02;8;235;235;235;Basel, Tinguely Museum;2613064.51;1267678.47;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F3
N02;8;237;237;237;Basel, Tinguely Museum;2613040.55;1267661.47;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.9m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N02;8;231;231;231;Basel, Breite;2613183;1267221;Sonst;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.9m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F3
N02;8;232;232;232;Basel, Breite;2613326.1;1267198.5;Sonst;"""Unterstand"" unter Brücke";mit Einbuchtung;Haltebucht mit Unterstand;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.9m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F3
N02;8;234;234;234;Basel, Breite;2613319.6;1267156.8;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F3
N02;12;222;222;222;Birsfelden, Sternenfeld;2614674.9;1266617.8;;;mit Einbuchtung;Haltebucht;;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N02;12;223;223;223;Muttenz, Untere Hard;2614746;1266344;Sonst;;mit Einbuchtung;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.9m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N02;8;229;229;229;"Hat keinen Namen eingetragen
Liegt gegenüber St.Jakob Stadion";2613519;1265668;Sonst;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F3
N02;8;230;230;230;Basel, St. Jakob;2613486.2;1265592.4;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N02;8;228;228;228;Basel, St. Jakob;2613504.1;1265572.5;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;"Randstein und Taktilo könnte gemacht werden
VDS nicht messbar, kein direktes VDS";≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N18;76;226;226;226;Hat keinen Namen eingetragen;2613948.2;1265494.7;Sonst;;auf Fahrbahn;;Keine Markierungen, keine Tafel;<12m;<2.4m;<1.2m;<16cm;<5.4m;<1.4m;<16cm;0;<1.2m;<16cm;<6%;<2%;ja;Nicht markiert, keine Tafel;nein;keine;nein;nein;F3
N18;76;227;227;227;Hat keinen Namen eingetragen;2613938.5;1265488.1;Sonst;;auf Fahrbahn;;Keine Markierungen, keine Tafel;<12m;<2.4m;<1.2m;<16cm;<5.4m;<1.4m;<16cm;0;<1.2m;<16cm;<6%;<2%;ja;Nicht markiert, keine Tafel;nein;keine;nein;nein;F3
N02;12;246;246;246;Pratteln, Grüssen;2618739;1264122;Sonst;;mit Einbuchtung;Haltekante mit Unterstand;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F3
N22;12;221;221;221;"Hat keinen Namen eingetragen
Könnte Waldenburgerstrasse heissen";2623094.9;1258552.7;;;mit Einbuchtung;Haltebucht mit Unterstand;Taktilos ergänzen;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.3m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N22;12;220;220;220;"Hat keinen Namen eingetragen
Könnte Waldenburgerstrasse heissen";2623128.81;1258544.7;;;mit Einbuchtung;Haltebucht mit Unterstand;;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;ja;keine;nein;nein;F3
N01;29;184;184;184;Oensingen, Kreisschule;2621278;1237328;Sonst;Schule;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;<2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;Einseitig zugänglich, oder über Strasse;nein;keine;nein;ja;F3
N01;32;242;242;242;Oftringen,Kallernhag/Center A1;2636925;1239808;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N02;32;172;172;172;Dagmersellen, Bildungspark;2641390;1228964;Sonst;;mit Einbuchtung;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;<2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;"Haltestelle muss neu sein.
Ist weder auf VDS noch auf StreetView
eine Tafel zu sehen.";nein;keine;nein;ja;F3
N02;32;173;173;173;Dagmersellen, Bildungspark;2641373;1228964;Sonst;;mit Einbuchtung;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;<2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;"Haltestelle muss neu sein.
Ist weder auf VDS noch auf StreetView
eine Tafel zu sehen.";nein;keine;nein;ja;F3
N01;33;219;219;219;Aarau, Salamatt;2647823;1249933;Sonst;"""Unterstand"" unter Brücke";mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;<2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;einseitig zugänglich;nein;keine;nein;ja;F3
N01;34;247;247;247;Neuenhof, Klosterrüti;2665774.6;1256355.2;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;<2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N01;34;255;255;255;Neuenhof, Klosterrüti;2665772.3;1256325.4;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;<2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;über Treppe einseitig zugänglich;nein;keine;nein;ja;F3
N01;34;244;244;244;Neuenhof, Kreuzstein;2666586.3;1256256.1;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;<2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N01;34;183;183;183;Neuenhof, Kreuzstein;2666610.6;1256262.3;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;<2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N01;34;245;245;245;Würenlos, Flüefeld;2668728.8;1256200.4;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;<12m;<2.4m;<1.2m;<16cm;<5.4m;≥1.4m;<16cm;0;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich, Zugang schmal;nein;keine;nein;ja;F3
N01;34;182;182;182;Würenlos, Flüefeld;2668764.4;1256177.6;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥12m;<2.4m;<1.2m;<16cm;<5.4m;≥1.4m;<16cm;0;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich, Zugang schmal;nein;keine;nein;ja;F3
N08;68;196;196;196;Kaiserstuhl OW, Bahnhof;2656235;1184921;Sonst;;auf Fahrbahn;Haltekante;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;nein;F3
N08;68;197;197;197;Kerns, Foribach;2662540;1194348;Sonst;;auf Fahrbahn;Haltekante;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig Zugänglich;nein;keine;nein;nein;F3
N02;40;200;200;200;Stans, Kreuzstrasse;2671886;1201935;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N02;40;202;202;202;Stans, Kreuzstrasse;2671918;1201960;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N02;40;199;199;199;Buochs, Hotel Postillon;2676321;1202911;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Haltebucht, Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;ja;Bus steht z.T. auf Trottoire/Einsteigbereich;nein;keine;nein;ja;F3
N04;24;214;214;214;Goldau, Bernerhöhe;2684515;1210784;Sonst;;auf Fahrbahn;Haltekante;Haltebucht, Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N04;24;207;207;207;Goldau, Bernerhöhe;2684554;1210761;Sonst;;auf Fahrbahn;Haltekante;Haltebucht, Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;ja;Kein Trottoire, nur Fussgänger-/Velostreifen;nein;keine;nein;ja;F3
N04;24;217;217;217;Seewen SZ, Seemattli;2690193;1209382;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N02;33;175;175;175;Kriens, Kupferhammer;2664915.4;1209928.4;1;reine Busspur;mit Einbuchtung;Haltebucht mit Unterstand;;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥2.3m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;keine;ja;nein;F3
N02;33;170;170;170;Kriens, Kupferhammer;2664937.7;1209916.2;1;;auf Fahrbahn;Haltekante mit Unterstand;;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥2.3m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;keine;ja;nein;F3
N02;33;176;176;176;Kriens, Grosshofstrasse;2665298;1210098;;Bus, Taxi, Velospur;auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.3m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N02;33;177;177;177;Kriens, Grosshofstrasse;2665313;1210132;;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.9m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N02;35;206;206;206;Luzern, Kasernenplatz;2665448;1211524;;"Bus, Velospur. ""Unterstand"" ist Hausvorsprung";auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N02;35;193;193;193;Luzern, Kasernenplatz;2665456;1211549;;;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N02;59;209;209;209;Motto Bartola;2688129;1154355;Sonst;Passroutehaltestelle;mit Einbuchtung;Halteschlaufe für beide Richtungen;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.9m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;nein;F3
N02;59;212;212;212;Airolo, Pian Secco Belvédère;2687148;1154403;Sonst;Passroutehaltestelle;auf Fahrbahn;Nur Tafel;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;>2%;nein;;nein;keine;nein;nein;F3
N02;59;216;216;216;Airolo, Pian Secco Belvédère;2687075;1154447;Sonst;Passroutehaltestelle;auf Fahrbahn;Nur Tafel;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;>2%;nein;;nein;keine;nein;nein;F3
N02;59;215;215;215;Airolo, Galleria Banchi;2686675;1154502;Sonst;Passroutehaltestelle;auf Fahrbahn;Nur Tafel;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;>2%;nein;;nein;keine;nein;nein;F3
N02;59;210;210;210;Airolo, Galleria Banchi;2686651;1154529;Sonst;Passroutehaltestelle;auf Fahrbahn;Nur Tafel;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;>2%;nein;;nein;keine;nein;nein;F3
N02;59;218;218;218;Gotthard Passhöhe;2686504;1156631;;Passroutehaltestelle;auf Fahrbahn;Haltekante;;≥18m;≥8.4m;<1.2m;≥16cm;≥5.4m;<1.4m;≥16cm;≥4.2m;<1.2m;≥16cm;>6%;>2%;nein;;nein;keine;nein;nein;F3
N02;59;213;213;213;Mätteli;2685963;1160644;Sonst;Passroutehaltestelle;auf Fahrbahn;Nur Tafel;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;>2%;nein;;nein;keine;nein;nein;F3
N02;59;211;211;211;Mätteli;2686016;1160701;Sonst;Passroutehaltestelle;auf Fahrbahn;Nur Tafel;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;>2%;nein;;nein;keine;nein;nein;F3
N02;18;208;208;208;Amsteg, Schulhaus;2694033;1180874;Sonst;Passroutehaltestelle;auf Fahrbahn;Haltekante;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;>2%;nein;;nein;keine;nein;nein;F3
N14;60;174;174;174;Nussbaum;2672285.3;1219769.7;1;;auf Fahrbahn;Haltekante;;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥1.4m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;keine;ja;nein;F3
N14;60;171;171;171;Nussbaum;2672306.5;1219782.2;1;;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥2.3m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;keine;ja;nein;F3
N14;68;201;201;201;Baar, Ruessen;2685112;1229716;Sonst;;mit Einbuchtung;Haltebucht;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F3
N14;68;204;204;204;Baar, Ruessen;2685116.1;1229736.1;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F3
N14;68;195;195;195;Baar, Blegistrasse;2685487.7;1229906.4;;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;ja;keine;nein;ja;F3
N14;68;194;194;194;Baar, Blegistrasse;2685502.2;1229899.6;;;mit Einbuchtung;Haltebucht;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;ja;keine;nein;ja;F3
N14;68;203;203;203;Baar, Pfaffentobel;2685838.4;1230046.3;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F3
N14;68;205;205;205;Baar, Pfaffentobel;2685904.1;1230054.4;Sonst;;mit Einbuchtung;Haltebucht;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F3
N14;68;198;198;198;Sihlbrugg, Dorf;2686215.7;1230190.3;Sonst;;mit Einbuchtung;Haltebucht;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F3
N18;68;186;186;186;Zwingen, Strengenfeld;2607578;1254308;Sonst;;mit Einbuchtung;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N18;68;189;189;189;Zwingen, Strengenfeld;2607546;1254291;Sonst;;mit Einbuchtung;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N18;68;169;169;169;Zwingen, Laufenstrasse;2606316;1254008;1;;mit Einbuchtung;Haltekante;;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥1.4m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;keine;ja;nein;F3
N18;68;168;168;168;Zwingen, Laufenstrasse;2606278;1253981;1;;auf Fahrbahn;Haltekante;;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥1.4m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;keine;ja;nein;F3
N18;68;251;251;251;Dittingen, Industriezone Ried;2605398.8;1253338.9;Sonst;;auf Fahrbahn;Nur Tafel;Strassenmündung;<12m;<2.4m;<1.2m;<16cm;<5.4m;<1.4m;<16cm;0;<1.2m;<16cm;<6%;<2%;ja;Haltestelle in Strassenmündung;nein;keine;nein;nein;F3
N18;68;254;254;254;Dittingen, Industriezone Ried;2605374.8;1253296.8;Sonst;;auf Fahrbahn;Nur Tafel;Strassenmündung;<12m;<2.4m;<1.2m;<16cm;<5.4m;<1.4m;<16cm;0;<1.2m;<16cm;<6%;<2%;ja;Haltestelle in Strassenmündung;nein;keine;nein;nein;F3
N18;68;250;250;250;Dittingen, Industriezone Ried;2605371;1253270.1;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N18;68;191;191;191;Dittingen, Industriezone Ried;2605386.9;1253268.4;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N18;68;192;192;192;Laufen, Ricola/Spilag;2605183.3;1252564.1;;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥2.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N18;68;190;190;190;Laufen, Ricola/Spilag;2605183.1;1252557.1;;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥2.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N18;68;243;243;243;Laufen, Stedtli;2604736.9;1252541;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N18;68;253;253;253;Laufen, Stedtli;2604707.9;1252531.4;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N18;68;241;241;241;Laufen, Delsbergerstrasse;2604593.1;1251651.6;;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥2.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N18;68;188;188;188;Laufen, Delsbergerstrasse;2604599.7;1251651.1;;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥2.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N18;68;249;249;249;Bärschwil, Station;2602771.9;1250021.1;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F3
N18;68;187;187;187;Bärschwil, Station;2602816.3;1250020.7;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F3
N18;68;248;248;248;Liesberg, Station;2599976;1249760;;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥18m;≥2.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;ja;keine;nein;ja;F3
N18;68;252;252;252;Liesberg, Station;2599984;1249748;;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥18m;≥2.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;ja;einseitig zugänglich;ja;keine;nein;ja;F3
N18;68;240;240;240;Liesberg, Bebrunnenmatten;2599126;1249639;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F3
N18;68;185;185;185;Liesberg, Bebrunnenmatten;2599150;1249618;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F3
N01;54;270;270;270;St. Gallen, Harzbuechelstrasse;2748020;1255962.1;;;auf Fahrbahn;Haltekante;"nur StreetView von weitem, sieht aber konform aus. Orthofoto zeigt nicht aktuellen Zustand (Fussgängerstreifen nicht mehr vorhanden)
Höhe ZDE muss draussen gemessen werden, da leider in VDS und StreetView keine Bilder aus der Nähe vorhanden sind";≥12m;≥2.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;ja;eine;ja;nein;F4
